,appid,name,release_date,english,developer,publisher,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,price,action,indie,adventure,multiplayer,singleplayer,casual,rpg,strategy,open_world,owners_num,windows,mac,linux,Action,Strategy,Indie,RPG,Sports,Free to Play,Adventure,Gore,Simulation,Casual,Violent,Early Access,Racing,Massively Multiplayer,budget
21877,846490,Dragon Defense,2018-10-12,1,Rufoid AB,Rufoid AB,0,0,4,0,0,0,3.99,0,0,0,0,1,0,0,19,0,92,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4700
21878,846530,LifeGameSimulator,2018-05-31,1,TYSoft,TYSoft,0,0,0,1,0,0,0.79,0,21,0,0,1,21,0,21,0,11231,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,7085
21879,846670,Saint Slaughter X Days,2018-07-30,0,Hollowings,YAMAYURI GAMES,0,0,65,2,0,0,2.09,0,22,21,0,1,21,23,0,0,18168,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,18319
21880,846690,Lost Lands: Ice Spell,2018-07-16,1,FIVE-BN GAMES,FIVE-BN GAMES,0,1,13,1,0,0,5.19,0,0,23,0,1,20,0,0,0,1856,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12529
21881,846700,The Legacy: Prisoner,2018-06-18,1,FIVE-BN GAMES,FIVE-BN GAMES,0,1,6,2,0,0,5.19,0,0,23,0,1,23,0,0,0,5858,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,31329
21882,846710,De'Vine: World of Shadows,2018-05-04,1,Stapleton,Stapleton,0,1,19,5,0,0,1.69,0,21,20,0,1,0,21,10,10,635,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,11962
21883,846780,JumpStream,2018-09-19,1,Digital Continue,Digital Continue,0,0,6,2,0,0,0.0,21,21,0,0,1,0,0,0,0,13287,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
21884,846790,TEVA,2018-05-04,1,RS Games,RS Games,0,1,27,27,0,0,0.79,0,20,0,0,1,21,0,0,0,3577,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1929
21885,846800,Diner Bros,2018-07-06,1,JAYFLGAMES,JAYFLGAMES,0,1,135,22,0,0,7.19,43,44,0,0,1,45,0,0,0,6804,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,37074
21886,846820,Tell Me Everything,2018-05-29,1,LizardFactory,LizardFactory,0,1,25,4,0,0,0.79,0,31,31,0,1,0,31,0,0,13440,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3534
21887,846880,The Chronicles of Quiver Dick,2018-07-09,1,Crankage Games,Crankage Games,0,0,135,7,0,0,2.09,0,21,22,0,1,0,20,0,0,17322,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,19225
21888,847100,Тридевятые земли(Свет или тьма),2018-05-20,0,Играем вместе,Играем вместе,0,0,3,0,0,0,1.69,0,32,31,0,1,0,32,0,0,16947,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,23605
21889,847230,Turn-Based Champion,2018-06-02,1,Searchlight Games,Searchlight Games,0,0,4,1,0,0,3.99,0,21,0,1,1,0,19,0,0,12750,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8616
21890,847240,Zombie Commander,2018-05-13,1,Pok&Co,Pok&Co,0,0,8,2,0,0,4.79,0,0,0,0,1,0,0,22,0,13303,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13128
21891,847290,Community College Hero: Knowledge is Power,2018-05-17,1,Hosted Games,Hosted Games,0,1,18,2,0,0,3.99,0,21,20,0,1,0,20,0,0,6424,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,6353
21892,847300,Doomsday on Demand 2,2018-06-26,1,Hosted Games,Hosted Games,0,1,1,1,0,0,2.09,0,21,21,0,1,0,21,0,0,10328,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,43254
21893,847310,Doomsday on Demand,2018-06-26,1,Hosted Games,Hosted Games,0,1,3,3,0,0,2.09,0,21,21,0,1,0,20,0,0,5239,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,15245
21894,847360,Super Lucky's Tale,2018-09-14,1,Playful Corp.,Microsoft Studios,0,1,139,20,0,0,14.99,31,0,36,0,1,0,0,0,0,27212,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,66538
21895,847370,Sunset Overdrive,2018-11-16,1,Insomniac Games;Blind Squirrel Games,Microsoft Studios,16,1,2421,274,300,300,14.99,67,0,54,0,1,0,0,0,48,78304,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,224510
21896,847390,Barrel Boot Camp,2018-05-18,1,Goober Games,Goober Games,0,1,3,2,0,0,2.09,21,21,0,0,1,21,0,0,0,15018,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,12537
21897,847450,Solenars Edge Heroes,2018-05-04,1,Team Syukino,Team Syukino,0,1,7,1,0,0,2.09,0,21,0,0,1,0,20,0,0,4803,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2881
21898,847460,Trapped,2018-05-11,1,Elite World Industries,Elite World Industries,0,0,2,0,0,0,1.69,20,20,21,0,1,0,20,0,0,14946,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,25076
21899,847490,Star Speeder,2018-05-11,1,Star Speeder,Star Speeder,0,0,2,0,0,0,0.99,21,21,0,0,1,21,0,0,0,5329,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1945
21900,847530,HyperBowl,2018-07-20,1,Technicat LLC,Technicat LLC,0,0,8,0,0,0,2.0,21,21,0,1,1,22,0,0,0,12036,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,14640
21901,847570,How About Spikes,2018-11-09,1,William Djalal,William Djalal,0,1,2,2,0,0,1.69,20,22,20,1,1,0,0,0,0,9695,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4717
21902,847580,Truth: Disorder II,2018-05-02,1,JustE A,JustE Publishing,0,1,1,5,0,0,1.69,0,21,0,0,1,0,0,0,0,542,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21903,847600,Rapid,2018-05-13,1,SEG Interactive,Tzilum Productions,16,0,0,2,0,0,2.69,32,32,0,0,1,0,0,0,0,4853,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5915
21904,847630,Commanager Tycoon,2018-05-01,1,Skyjaz Games,Skyjaz Games,0,1,14,7,0,0,8.29,0,20,0,0,1,22,0,20,0,4616,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,45557
21905,847650,Virtual Reality Experiment Framework,2018-06-13,1,Scott Howie,Scott Howie,0,0,2,3,0,0,0.0,0,0,0,0,1,0,0,0,0,5422,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
21906,847660,Story: Heaven & Hell (Complete Edition),2018-09-06,1,КиКо,КиКо,0,1,15,10,0,0,0.79,0,0,22,0,1,0,0,0,0,5948,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1684
21907,847790,Indentured Servant,2018-06-08,1,Saoi Games,Saoi Games,0,0,10,0,0,0,0.0,0,21,0,0,1,0,0,0,0,704,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
21908,847800,Toybit Quest,2018-07-12,1,MKrew,MKrew,0,1,7,0,0,0,2.89,31,31,0,0,1,0,0,0,0,17233,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1784
21909,847860,Die In The Dark,2018-07-19,1,Side B Gaming,Side B Gaming,0,0,3,2,0,0,3.99,0,21,22,0,1,0,0,0,0,2324,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,33449
21910,847870,Monster Truck Drive,2018-05-02,1,Robert Cardona,Robert Cardona,0,0,2,1,0,0,5.19,21,21,21,0,1,21,0,0,0,11629,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,223543
21911,847890,小黄条/YYNote,2018-05-08,1,肥羊,肥羊,0,0,18,7,0,0,0.0,0,20,0,0,1,0,0,0,0,20080,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
21912,847900,DeathTolls Experience,2018-04-24,1,Ali Eslami,XRBASE,0,0,10,1,0,0,0.0,0,21,0,0,1,21,0,0,0,4817,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
21913,847940,Suki's Spooky Romance,2018-06-14,1,Rock Cow Productions,Pig Ignorant Entertainment,0,0,2,0,0,0,2.09,0,10,12,0,1,0,30,0,0,7299,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2649
21914,847950,Yakuza Kiss,2018-06-19,1,Pink Potion,Pink Potion,0,0,24,4,0,0,7.19,0,31,0,0,1,0,0,0,0,12668,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12923
21915,848010,Find your way,2019-04-10,1,OnBlind,OnBlind,0,1,40,3,0,0,2.09,26,23,24,0,1,0,0,0,0,6498,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3889
21916,848090,BATTER BURST,2018-05-07,1,TEAM_ETS,TEAM_ETS,0,0,1,0,0,0,2.09,21,21,0,0,1,0,0,0,0,12918,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8272
21917,848100,Maze Madness,2018-05-09,1,James Schilz,Syngaming Studios,0,0,1,0,0,0,2.89,22,0,0,0,1,0,0,19,0,3871,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14935
21918,848150,Fury Fighter VR,2018-05-25,1,CentVire,CentVire,0,0,0,7,0,0,7.19,22,22,21,0,1,0,0,0,0,6727,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,79312
21919,848200,Azuran Tales: Trials,2018-06-01,1,Tiny Trinket Games,Tiny Trinket Games;Phangd,0,1,21,2,0,0,6.99,22,21,0,0,1,0,21,0,0,2852,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,78768
21920,848230,Let's Go Nuts!,2018-06-01,1,BeardedBrothers.games,BeardedBrothers.games,0,1,4,1,0,0,2.09,23,22,12,1,1,21,0,0,0,4213,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,13314
21921,848260,Super GTR Racing,2018-05-18,1,Bullid Games,Bullid Games,0,1,4,6,0,0,2.89,0,21,0,0,1,23,0,0,0,4817,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,23390
21922,848270,Sky Conqueror,2018-05-04,1,Poseidon's kiss,Poseidon's kiss,0,1,5,1,0,0,0.79,21,22,21,0,1,22,0,0,0,6604,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,8390
21923,848280,Viki Spotter: Space Mission,2018-05-11,1,For Kids,For Kids,0,1,70,1,0,0,1.69,0,21,0,0,1,21,0,0,0,15547,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1860
21924,848300,GROW: Wild West,2018-05-24,1,Armatur Games,Armatur Games,0,0,26,5,47,47,2.09,18,40,18,0,1,38,0,0,0,2837,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9132
21925,848310,Bitcoin Trading Master: Simulator,2018-05-31,1,Linkflag,Linkflag,0,0,120,28,0,0,3.99,0,36,0,0,1,38,0,38,0,15599,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,24268
21926,848350,Katamari Damacy REROLL,2018-12-06,1,MONKEYCRAFT Co. Ltd.,BANDAI NAMCO Entertainment,0,1,559,58,105,105,15.99,32,0,0,0,1,33,0,0,0,46572,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,119549
21927,848410,Detached: Non-VR Edition,2018-07-24,1,Anshar Studios,Anshar Studios,0,1,13,3,0,0,11.39,0,20,0,1,1,0,0,0,0,19250,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,61006
21928,848450,Subnautica: Below Zero,2019-01-30,1,Unknown Worlds Entertainment,Unknown Worlds Entertainment,0,0,4097,471,229,289,15.49,0,95,189,0,1,0,0,0,201,210700,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,178024
21929,848500,Sniper Strike: Special Ops,2018-07-27,1,Eight Pixels Square,Eight Pixels Square,0,0,32,50,0,0,0.0,35,0,13,0,1,0,0,13,0,44091,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21930,848520,Super Destronaut DX,2018-07-13,1,Petite Games,Ratalaika Games S.L.,0,1,3,3,0,0,3.99,22,20,0,1,1,0,0,0,0,5584,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4645
21931,848540,Arctic Cave,2018-05-01,1,hallunazigames,hallunazigames,0,1,12,10,0,0,0.79,22,22,22,0,1,22,0,0,0,6380,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2540
21932,848550,Welcome Back To 2007 2,2018-09-11,1,Siberian Mouse,Siberian Mouse,0,1,30,6,0,0,1.69,0,21,20,0,1,21,0,0,0,7647,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,16123
21933,848610,Adult Toy Store,2018-12-12,1,ChaoYe Liu,KiwiGame,0,1,5,7,0,0,15.49,0,21,0,0,1,22,0,0,0,16444,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,113369
21934,848630,Dinosaur Hunter,2018-05-02,1,VDimension,VDimension,0,0,3,1,0,0,2.09,22,0,0,0,1,0,0,0,0,15141,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9175
21935,848640,SVOBODA,2018-05-29,1,дель7in,AYE Technology,0,0,8,9,0,0,4.99,22,22,23,0,1,0,0,0,0,9052,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,28828
21936,848650,Torture Chamber,2018-05-24,1,Achievement Studios,Achievement Studios,0,1,23,51,0,0,0.79,0,22,0,0,1,32,0,0,0,20582,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5396
21937,848660,Cool Headed,2018-09-06,1,joqlepecheur,joqlepecheur,0,1,6,0,0,0,2.89,0,21,0,0,1,0,0,0,0,11956,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21938,848670,You Green Elephant,2018-09-05,1,Dagestan Technology,Dagestan Technology,0,0,9,6,0,0,2.89,21,21,21,0,1,0,0,0,0,15141,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,31227
21939,848680,Cool Dragon,2018-05-31,1,keenEdge,Enjoy Games,0,0,2,2,0,0,2.89,19,20,19,0,1,0,0,0,0,10871,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,51483
21940,848700,Toki Time Trial,2018-07-20,1,DigiPen Press,DigiPen Press,0,0,42,4,0,0,0.0,0,0,0,0,1,0,0,0,0,9898,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21941,848710,Defendion,2018-05-07,1,DillyFrame,DillyFrame,0,1,2,2,0,0,5.19,37,57,0,0,1,59,0,57,0,11941,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,30637
21942,848720,Z.W!,2018-05-15,1,S. Khasanov,S. Khasanov,0,0,3,1,0,0,0.79,21,21,0,0,1,0,0,0,0,1567,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,839
21943,848730,The Boy Who Typed Wolf,2018-08-07,1,Enigma Pendulum,Enigma Pendulum,0,1,1,4,0,0,5.99,0,31,32,0,1,0,0,0,0,8963,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,24910
21944,848740,Lazergoat: Invasion,2018-05-14,1,Thunderbullet Game Co.,Thunderbullet Game Co.,0,1,1,1,0,0,1.69,21,21,0,0,1,0,0,0,0,4273,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3099
21945,848750,Space Drop,2018-05-25,1,Nifty Tools UK,Nifty Tools UK,0,1,1,0,0,0,0.79,0,0,0,0,1,21,0,0,0,8658,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,742
21946,848770,Krystal the Adventurer,2018-06-07,1,Floofs,Floofs,0,0,5,0,0,0,3.99,20,21,20,0,1,0,0,0,0,15550,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,19177
21947,848780,Star Tower,2018-05-25,1,FuzzyCube,FuzzyCube,0,1,1,0,0,0,3.99,22,20,0,0,1,22,0,20,0,19901,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,34331
21948,848810,Bug Splatt,2018-07-11,1,BlueDog,BlueDog,0,0,1,1,0,0,2.09,0,21,0,0,1,21,0,0,0,11218,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2455
21949,848890,Afelhem,2018-11-26,1,Namir Hassan,Nyble;N99,0,1,8,2,0,0,0.79,21,21,31,0,1,21,30,0,11,2191,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,6943
21950,848930,Rising Dusk,2018-07-26,1,Studio Stobie,Studio Stobie,0,0,29,1,0,0,5.0,0,34,0,0,1,0,0,0,0,1821,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21951,848960,Gotcha Racing 2nd,2018-07-18,1,ARC SYSTEM WORKS,ARC SYSTEM WORKS,0,1,4,2,0,0,8.99,0,0,0,0,1,32,0,0,0,9346,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,171677
21952,849000,Open The Door,2018-11-30,1,CAIKAI,CAIKAI,0,1,14,0,0,0,0.79,0,32,0,0,1,22,0,0,0,18266,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2792
21953,849070,Black Home 2,2018-04-26,1,Warfare Studios,Warfare Studios,0,1,1,0,0,0,5.79,0,46,47,0,1,48,45,46,0,11466,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,37885
21954,849270,Soccer Nations Battle,2018-05-17,1,Virtual Play,Virtual Play,0,0,6,3,0,0,0.79,21,31,0,1,0,21,0,0,0,17786,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,5930
21955,849320,Tank Rush,2018-06-05,1,13-lab,13-lab;azimut team,0,1,9,38,0,0,0.79,0,22,0,0,1,21,0,0,0,32930,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3950
21956,849350,Realistic Illusion,2018-05-04,1,PanTrojan Studio,PanTrojan Studio,0,0,3,1,0,0,0.79,0,21,21,0,1,21,0,0,0,12643,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2034
21957,849360,Wrecking Towers,2018-05-18,1,Painful Smile,Mindtrick,0,1,5,1,0,0,2.89,20,0,0,0,0,20,0,0,0,5408,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13264
21958,849390,Valerian Tales,2018-07-01,1,Color Core,Color Core,0,0,1,1,0,0,6.19,0,21,0,0,1,0,0,0,0,1307,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21959,849420,Professor Madhouse,2018-06-04,1,Red Dev Studio S.A.,Ultimate Games S.A.,0,0,2,0,0,0,1.69,10,39,30,0,1,39,0,0,0,5633,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4944
21960,849520,Rheum,2018-05-22,1,T-Rexcellent Studios,T-Rexcellent Studios,0,1,12,2,0,0,2.09,31,31,31,0,1,0,0,0,0,9415,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,20532
21961,849550,Depth Siege Atlantis,2018-05-04,1,Red Dolphin Games,VT Publishing,0,1,12,16,0,0,3.99,20,0,0,0,1,20,0,0,0,11859,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,18840
21962,849560,The Road to Canterbury,2018-04-26,1,Choice of Games,Choice of Games,0,1,7,3,0,0,2.89,0,21,21,0,1,0,20,0,0,12355,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,42468
21963,849600,Sandbox Showdown,2018-06-08,1,Fistfang,Fistfang,0,1,9,2,0,0,2.89,21,21,0,0,1,21,0,0,0,4989,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,20797
21964,849620,Trivia Vault: Celebrity Trivia,2018-05-02,1,Ripknot Systems,Ripknot Systems,0,1,13,5,0,0,9.99,19,10,0,0,1,22,0,29,0,8521,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,142491
21965,849630,Wolf Balls,2018-05-17,1,N.R. Burnette,N.R. Burnette,0,0,8,1,0,0,3.99,21,21,0,0,1,0,0,0,0,17635,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,15796
21966,849670,Oval,2018-06-08,1,Reactor Heart,Reactor Heart ,0,0,38,1,0,0,8.99,21,21,0,1,1,0,0,0,0,11034,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,49129
21967,849680,TimeTekker,2018-06-07,1,Artii Games LLC,Artii Games LLC,0,0,17,0,0,0,0.79,31,31,0,0,1,0,0,0,0,13272,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,941
21968,849690,Ghost Mountain Roller Coaster,2018-05-09,1,Raw Lion Workshop,Raw Lion Workshop,0,0,3,3,0,0,2.09,0,21,21,0,1,21,0,0,0,10805,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,28725
21969,849790,Firmament Wars,2018-09-03,1,Neverworks Games,Neverworks Games,0,1,28,8,0,0,3.99,0,31,0,1,1,0,0,32,0,5702,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13357
21970,849800,Mermaid Mission: Titanic,2018-06-06,1,Arglefumph,Arglefumph,0,0,5,0,0,0,3.99,0,22,21,0,1,0,0,0,0,3789,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15079
21971,849840,Imperi II,2018-05-10,1,Nuts and Volts Electronics,Nuts and Volts Electronics,0,1,0,1,0,0,2.09,0,20,0,0,1,22,0,20,0,7839,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,8591
21972,849860,The Risen Dead VR,2018-07-26,1,"Maniamind Co.,Ltd","Maniamind Co.,Ltd",0,1,0,5,0,0,15.49,21,0,0,0,1,0,0,0,0,14769,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,104700
21973,849870,Virtual Pirate VR,2018-07-16,1,"MAMMOSSIX Co., Ltd.","MAMMOSSIX Co., Ltd.",0,0,0,3,0,0,7.19,21,21,21,0,1,0,0,0,0,18532,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,85196
21974,849900,Space Hodsola,2018-05-15,1,Sochnoslivka,Dagestan Technology,0,0,1,0,0,0,2.89,20,20,20,0,1,0,0,0,0,18152,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,17989
21975,849910,Labor,2018-05-24,1,Musrka,Dagestan Technology,0,0,0,2,0,0,2.89,21,21,21,0,1,0,0,0,0,14179,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,16679
21976,849920,Dungeon Quest,2018-05-07,1,Akash Balloo,Akash Balloo,0,1,2,0,0,0,0.79,0,11,0,0,1,0,20,0,0,19392,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2636
21977,849940,Freefall Tournament,2018-06-15,1,y8.com,y8.com,0,0,22,13,0,0,3.99,77,0,42,1,0,0,0,53,0,23097,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15823
21978,849970,Forgotten Realm RPG,2018-06-01,1,Triyo,Triyo,0,1,3,2,0,0,3.99,0,21,21,0,1,0,22,0,0,12344,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,24795
21979,849980,Color by Numbers - Dinosaurs,2018-05-15,1,Kedronic UAB,Kedronic UAB,0,0,5,0,0,0,4.49,0,22,0,0,1,21,0,0,0,7785,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7445
21980,850000,Noel The Mortal Fate S1-7,2018-05-15,1,Vaka Game Magazine;KANAWO,Vaka Game Magazine;AGM PLAYISM,0,0,631,22,0,0,11.39,0,44,45,0,1,16,32,0,0,11023,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,64654
21981,850040,PuzzGun,2018-05-09,1,Aleksi Rajamäki;Matias Rajamäki,Codera,0,0,15,0,0,0,2.09,12,22,0,0,1,12,0,0,0,14155,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21982,850050,Achievement Idler: Red,2018-05-13,1,IHM Studio,IHM Studio,0,1,23,8,0,0,0.79,0,0,0,0,1,20,0,0,0,14053,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1563
21983,850060,Anima: Gate of Memories - The Nameless Chronicles,2018-06-19,1,Anima Project,BadLand Publishing,0,1,33,7,0,0,15.49,28,0,26,0,1,0,25,0,0,5186,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,75781
21984,850110,Number Guesser,2018-05-08,1,Jether,Jether,0,0,10,0,0,0,0.79,0,21,0,0,1,31,0,21,0,163,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2750
21985,850230,Women's Soccer Manager,2018-07-16,1,Trophy Games ApS,Trophy Games ApS,0,0,43,15,0,0,0.0,0,0,0,0,0,0,0,19,0,32194,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
21986,850250,Dark Matter,2018-05-04,1,Barty Games,Barty Games,0,1,3,3,0,0,0.79,21,21,0,0,1,0,0,0,0,17896,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4120
21987,850270,Kaleido Chaos,2018-08-28,1,Weiqiang Ou,Weiqiang Ou,0,0,0,3,0,0,0.79,0,21,0,0,1,21,0,0,0,14585,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,6826
21988,850310,Cursed Town,2018-05-25,1,RPG Adventures Team,RPG Adventures Team,0,1,8,5,0,0,0.0,0,0,11,0,1,0,23,0,0,1666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21989,850330,best game eu,2018-05-14,1,Black FishMaker,MAKER.GG,0,0,50,7,0,0,0.0,0,0,0,0,1,24,0,0,0,11638,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21990,850340,Deep Voyage,2018-05-04,1,Notus Games Ltd.,Notus Games Ltd.,0,0,3,0,0,0,7.19,0,10,0,0,1,31,0,0,0,6017,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16596
21991,850450,Escape First,2018-05-10,1,OnSkull Games,OnSkull Games,0,1,108,43,200,200,4.79,0,22,25,1,1,21,0,0,0,8256,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,37691
21992,850500,Slum Ball VR Tournament,2018-05-16,1,U24 Solutions,U24 Solutions,0,0,39,3,0,0,11.39,0,21,0,0,1,21,0,0,0,12465,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,30692
21993,850550,World of Virtual Reality VR,2018-07-06,1,Shadowless Gaming;Tamer Gölgesiz,Shadowless Gaming;Tamer Gölgesiz,0,0,0,1,0,0,4.79,21,0,21,0,1,21,0,0,0,13896,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,41289
21994,850630,Starting The Game,2018-05-08,1,Online Vision;Divertic,Garage Games,0,1,155,14,0,0,0.79,0,22,0,0,1,23,0,0,0,21989,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1723
21995,850690,Crying is not Enough: Remastered,2018-06-19,1,Storyline Team,Storyline Team,0,1,40,56,0,0,15.49,23,23,22,0,1,0,0,0,0,14193,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,38193
